<<<<<<< HEAD
encoded_language,average_rating,ratings_count,text_reviews_count
5,4.29,16531,977
4,4.04,1660,125
5,4.08,24098,586
5,3.7,51,7
5,4.11,1174,75
4,4.35,2651,47
5,4.02,666,82
5,4.36,172,26
5,4.07,48,6
5,4.26,109,22
5,4.16,5311,391
5,3.93,6,1
5,4.01,2785,183
5,3.89,1019,83
5,4.23,2781,130
5,4.32,8193,443
5,4.18,1370,70
4,4.01,1497,48
5,3.89,1723,129
4,3.78,10,0
5,4.06,1224,89
5,4.11,898,60
5,4.08,3526,355
5,4.24,1703,108
5,4.41,413,46
5,4.32,345,30
5,4.13,648,51
5,4.24,1013,96
5,4.17,28,4
5,4.32,25,1
5,4.02,2673,184
5,4.34,38,0
5,4.26,59,2
5,3.87,693,78
4,4.13,4750,337
5,4.09,237072,6358
4,3.93,2925,285
5,4.09,2977,250
5,3.89,19513,2191
5,4.11,150,14
5,3.74,1893917,14637
4,3.74,425,30
5,3.74,18,0
5,3.84,44,4
5,3.96,65,5
5,3.76,4565,283
5,3.49,84,9
2,3.94,2113,181
5,5.0,1,0
5,4.02,3786,275
5,3.77,325,42
4,4.18,7842,397
4,4.37,418,39
5,3.84,4891,102
8,3.84,22,0
5,3.6,5,0
5,3.67,1292,67
5,4.06,694,20
5,3.82,280,23
4,4.11,126,9
5,4.11,1228,93
5,4.23,1895,178
5,4.11,850,134
5,4.11,516,113
4,4.16,276,36
5,3.77,905,61
5,3.77,109,4
5,3.86,2077,83
5,3.86,178,17
5,3.86,348,47
5,3.87,4052,163
5,3.71,51,11
5,3.71,12005,297
5,4.01,50,6
5,4.15,5078,77
5,4.18,217,19
5,3.98,316,36
4,4.29,467,16
8,4.0,1,0
5,3.73,44,1
5,3.94,72,10
5,3.94,23607,375
5,3.94,180,14
5,3.94,254,35
5,3.94,17,0
5,4.04,25,5
5,4.06,2,0
5,4.06,275,20
5,4.08,329,21
4,4.08,838,52
5,3.65,157,21
5,3.58,99,10
4,3.71,90,12
5,4.03,876,89
5,4.05,480,61
5,3.87,193,34
4,3.57,19,3
5,3.94,1427,5
5,3.99,908,54
5,4.13,585,31
5,4.02,520,40
5,3.99,632,37
5,4.13,196,6
5,4.13,319,11
5,4.23,168,16
5,4.18,147,7
5,3.9,151,19
5,4.12,337596,9949
4,4.12,190,21
5,4.06,15,3
8,4.12,432,26
5,4.11,320,33
5,4.11,263,37
5,3.98,12117,452
5,4.06,6661,54
5,4.11,6211,63
21,3.38,156,9
21,3.38,57,2
5,4.29,999139,15323
5,3.07,1698,283
5,3.53,438,45
5,3.53,45460,1731
3,4.43,57737,1628
5,4.27,10878,106
5,4.21,11874,1544
3,4.24,242,34
5,4.04,1353,53
5,3.23,25111,1691
5,3.46,88,5
5,3.97,21,0
5,3.9,739,30
5,3.9,605,41
5,3.9,156,14
5,3.84,2977,183
4,4.32,40,4
5,3.4,8053,460
5,3.69,26,3
5,4.21,1911,276
5,3.79,12897,780
4,3.79,2188,171
5,3.9,80,13
5,3.79,33,3
4,3.56,42,5
4,3.78,4116,300
5,4.32,1281,40
5,4.5,231,8
5,4.42,485,14
5,4.14,80536,3436
5,3.8,45469,935
5,4.07,2428,50
5,3.98,1712,40
5,4.06,410,62
5,4.06,73863,1618
5,3.91,233,15
5,4.11,18,3
5,3.79,5052,417
5,3.79,37,6
4,3.76,29126,2227
5,3.69,393,81
5,4.03,36,2
5,3.96,2584,106
5,3.93,256,14
5,3.72,9839,767
4,3.68,832,91
5,3.89,164,6
5,3.95,2799,170
5,4.22,44074,1405
5,3.83,4718,656
4,3.9,4055,141
5,3.89,59,5
5,3.84,46,6
5,4.21,173,15
5,4.27,46139,1648
5,3.82,320,18
5,4.18,210,14
7,4.2,7,0
5,3.64,1632,150
5,4.12,33,2
5,3.76,24290,1323
5,3.76,124,18
5,3.64,54,5
5,3.43,1229,147
5,4.16,5,0
4,4.09,163,20
4,4.06,110,11
5,4.36,213,13
4,3.73,807,49
4,3.82,206,15
5,3.63,454,45
5,3.92,3,2
5,2.72,788,104
5,3.41,23848,1465
5,4.18,37093,1171
5,3.9,4473,228
5,3.69,21,3
4,3.68,8511,765
5,4.32,71280,5494
5,3.62,22255,710
3,4.18,1097,117
5,3.9,1825,186
4,3.71,259,16
5,3.78,215,18
5,3.78,170,19
5,4.27,45108,1853
5,4.26,588,56
5,4.16,94,9
4,4.24,69,9
5,3.64,9336,544
5,4.29,776,22
4,3.97,193,34
5,4.3,451,80
5,4.3,4345,246
5,4.35,3243,172
5,4.57,48,1
5,4.39,1924,143
5,4.49,181,43
5,4.14,318,52
5,4.56,101,12
5,3.76,55,6
5,4.51,118,15
5,3.57,78,10
5,4.34,641,29
5,4.43,151,22
5,4.27,504,52
5,4.18,125,13
5,3.71,19967,732
5,3.41,1917,206
5,3.59,8180,346
5,2.79,1449,94
5,3.66,2191,101
5,3.83,1182,110
5,3.32,6348,162
5,3.81,64,8
5,4.17,2583,66
5,3.09,10,2
5,3.87,42153,2071
5,4.16,1136,58
4,4.14,878,81
5,4.07,244,13
5,3.83,3567,336
5,4.26,2807,113
5,4.48,96,2
5,4.02,1083,96
5,3.77,2867,174
4,4.41,106,2
5,3.87,2423,125
5,4.26,2276,101
5,4.08,176,15
5,4.18,445,86
5,4.43,796,28
5,4.43,27,6
4,3.95,10570,221
5,4.28,14418,385
5,4.39,7083,140
5,3.34,4541,85
5,4.34,4839,71
5,4.36,5457,59
5,4.09,25145,291
5,4.12,12,4
5,3.86,15171,322
5,4.12,334,2
4,3.88,94,7
5,4.0,1027,51
5,4.04,1316,51
5,3.85,630,40
5,3.46,37,4
5,3.88,117,1
5,3.89,5813,276
5,4.07,900,32
4,3.85,9662,897
4,3.8,6638,329
5,4.21,552,37
4,3.53,53782,3344
5,4.03,524,62
5,4.14,2396,98
5,4.38,12071,837
5,4.43,4404,434
5,3.84,7,1
5,4.25,4,0
5,4.13,1619,44
5,3.93,3329,15
5,3.92,292,40
5,3.54,25,6
5,3.92,368,44
4,3.93,317,19
5,4.32,70,1
5,3.95,11733,513
5,3.33,383,21
5,3.95,214,38
5,4.03,241,29
5,3.96,768,33
5,3.56,764,71
5,3.27,1557,231
5,4.07,110898,11457
5,3.7,4327,385
5,4.37,1516367,86881
5,3.84,3105,223
5,3.38,2591,207
4,3.94,265,20
5,3.94,23683,472
5,3.94,13,0
5,3.67,3620,394
4,3.67,401,33
5,3.67,3,0
5,4.43,2318,17
5,3.94,26727,274
5,3.0,2,0
5,3.98,407,12
5,3.96,503,121
5,3.96,50,14
5,3.64,165,6
21,4.18,451,42
4,4.32,311,14
20,4.21,8944,196
5,3.89,12968,446
5,3.99,388,49
5,3.96,49911,1127
5,4.11,60,4
5,4.24,168,12
5,4.0,219,21
5,4.31,5827,125
5,4.05,2677,166
5,4.03,1260,130
4,4.02,56,5
21,4.02,16,3
5,4.02,18,3
5,4.25,221,28
5,4.0,305,19
5,4.0,696,75
5,4.0,2172,166
5,3.8,2,0
5,4.0,1075,86
12,4.02,15675,244
4,4.0,5,0
5,4.22,278,38
5,4.02,460,33
5,3.95,378,32
5,4.02,764,49
5,3.87,67,10
5,3.94,3058,78
5,3.44,2753,150
5,3.44,246,32
5,3.5,1690,326
5,3.85,51,8
5,4.07,61,10
5,4.14,94,12
5,4.19,356,19
3,4.15,16,0
5,0.0,0,0
3,3.94,30,2
8,4.09,2,0
21,4.09,6,1
5,3.76,48,3
5,3.82,421,40
5,4.13,3965,25
5,3.96,436,19
5,4.32,6954,93
5,4.13,147067,2558
4,4.11,15193,173
5,4.12,10399,156
5,4.29,5920,205
5,4.36,20235,453
4,4.18,830,41
5,4.3,16327,444
5,4.3,600,35
21,4.13,85,14
5,4.24,1599,109
5,3.98,1429,24
5,4.18,188842,1575
4,4.18,19,2
5,4.18,17,2
5,4.18,36,4
5,4.36,350,42
5,4.62,220,14
5,4.03,1328,184
5,4.19,5209,130
5,3.83,798,39
5,3.68,39,6
5,3.68,54162,1368
5,3.68,314,42
5,3.82,11,1
5,3.95,58,8
5,3.59,237,17
5,3.82,364,27
5,3.82,1980,66
5,3.82,12,0
5,4.29,67,6
5,3.8,9,1
7,3.77,695,55
4,3.94,3368,101
5,3.4,9,3
5,3.77,221,29
7,3.8,114,10
4,4.09,1394,45
5,4.1,466,31
5,4.08,123,10
5,4.04,189,14
5,4.15,1192,26
5,4.25,112,13
5,3.98,9320,292
5,3.98,32,8
5,3.98,35,4
5,3.98,19,1
4,3.56,217,20
5,3.98,2,1
5,4.32,7999,670
4,4.04,3865,248
3,3.92,28,3
5,3.82,402,19
4,3.75,1146,42
4,3.8,741,26
5,3.84,262,14
4,3.81,6983,215
5,3.82,2175,76
5,3.76,408,18
5,3.32,460,39
4,3.71,162,34
5,4.61,79,0
5,3.74,59683,1728
5,3.4,22149,737
4,3.4,86,8
5,3.24,110,9
5,3.73,49975,2360
5,3.9,3146,270
5,4.13,704,111
5,3.68,9836,1202
5,4.04,273,20
5,3.62,1575,89
5,3.85,486,57
5,3.93,1628,66
3,3.74,120,13
5,4.31,2281,302
5,3.55,1362264,47620
5,3.55,112,41
5,4.19,7475,126
5,4.22,9550,455
5,4.17,6222,169
5,4.15,379,20
5,3.81,346,26
5,4.14,3250,194
7,4.2,98,10
8,4.14,61,5
5,4.38,12703,1665
5,4.22,8704,483
26,4.22,27,4
5,4.16,15222,163
5,3.83,578,41
5,3.79,25,0
5,4.17,1469,63
5,3.85,257,33
5,3.48,4017,296
5,3.91,10293,253
5,3.95,61330,1520
7,4.01,18,1
5,3.84,10727,140
4,4.09,1597,157
4,3.78,61033,558
5,4.16,329,49
5,3.94,1755,21
5,2.96,164,23
3,3.91,1045,100
5,3.72,59,7
5,3.77,126,12
5,4.0,199,17
5,4.0,41,3
5,3.64,123,13
5,3.68,49,2
5,3.75,47,7
5,3.66,44,4
5,4.11,12321,951
5,4.2,78,9
5,3.79,6419,628
5,4.02,19200,785
5,3.94,83,17
5,4.18,53936,1004
21,3.67,8,0
5,4.05,39521,469
5,3.98,1276,12
5,3.76,4138,39
5,3.83,646,11
5,3.64,18128,467
5,4.06,39577,436
5,3.86,1329,24
5,3.75,14,2
5,3.96,835,13
5,3.82,583,11
5,4.0,58,0
5,3.76,1789,19
5,4.01,3414,16
5,3.86,1218,11
5,3.91,1557,25
5,3.82,21401,382
5,3.7,8119,32
5,3.77,448,5
5,3.67,23018,514
5,4.22,22,1
5,4.06,15,1
5,3.87,389,24
5,4.25,4,0
5,5.0,3,0
5,4.43,0,0
5,5.0,2,0
8,4.18,39,4
5,3.38,7087,1119
4,4.2,7167,376
4,3.88,15804,96
5,4.18,4936,174
5,3.85,9807,745
5,4.48,240,27
5,4.43,1429,115
4,4.42,335,38
5,4.42,9659,467
5,3.74,348,13
5,3.94,1602,86
4,4.07,543,35
5,3.76,1715,141
5,3.98,3140,265
5,4.11,1710,114
5,4.22,8,1
5,3.67,1023,9
3,3.98,164,6
5,3.36,28,0
5,3.71,31,1
5,4.19,2781,178
5,3.95,380,18
5,4.17,1595,120
21,3.77,27,2
5,4.2,2801,45
5,3.88,4637,125
5,4.17,3798,56
4,3.91,1354,60
5,4.22,3190,56
5,4.14,2882,56
5,3.97,2552,94
5,3.9,3681,92
5,3.37,191,16
5,3.98,242,24
5,3.65,72,2
5,3.65,618,69
5,3.37,116,12
5,3.41,206,28
5,3.77,229,20
5,3.65,1869,128
4,3.98,12,1
5,4.32,305,8
5,4.25,318,7
5,4.27,195,8
5,4.27,330,11
5,4.18,460,20
5,4.28,261,6
5,3.42,12,1
5,3.87,1768,266
5,3.41,1169,83
4,3.77,1818,60
5,3.98,7923,171
5,3.88,1088,37
5,3.73,2319,63
5,3.51,42,12
4,4.38,8,3
5,3.62,13,1
5,4.33,3,0
5,3.2,5,1
5,2.0,3,0
5,3.55,11,3
5,3.78,9,2
5,4.26,175,18
5,4.1,4480,439
5,3.96,327,20
5,4.0,368,36
5,4.3,291,10
5,4.02,2519,225
5,3.99,5029,438
5,4.15,2997,265
5,3.83,1492,175
5,4.15,4081,316
5,4.04,2815,258
5,3.99,3194,326
5,4.01,3896,324
5,3.44,264,22
5,3.65,10798,274
5,3.74,59,2
5,3.68,12257,167
5,3.67,13161,206
5,4.22,273,10
5,3.38,42,5
5,3.74,4,2
5,3.69,41,3
5,3.88,49,5
5,3.98,31,2
5,4.5,1,0
5,3.77,2,0
5,3.71,825,98
5,4.08,908,56
5,3.9,564,49
5,2.8,10,1
5,3.57,65,7
8,4.23,9,0
7,4.23,1,0
5,4.13,439,12
5,4.21,52,12
5,4.3,22227,431
5,3.9,23541,661
5,3.98,226,19
7,3.66,485,38
5,3.57,289,9
4,3.98,384,47
5,4.33,35,5
5,4.18,76,11
5,3.93,17,4
5,4.0,56,5
5,4.16,5961,65
4,4.4,1384,32
4,4.37,997,14
5,3.93,8,0
4,3.94,31,2
4,3.11,27,6
5,3.45,464,58
5,4.25,353,42
5,3.75,3,0
5,4.15,461,33
5,4.36,1180,21
5,4.22,172,12
5,4.05,176,25
5,3.79,41816,1337
5,3.78,2369,62
5,4.02,1950,155
5,4.25,182,19
5,4.16,1683,87
5,3.9,29,1
5,4.12,57,5
5,4.11,1106,85
2,4.17,1024,102
5,4.26,27,4
5,4.0,9,0
4,4.2,3177,205
5,4.22,5218,294
5,4.28,6697,348
5,3.81,82,2
5,4.05,308,9
5,4.7,4166,186
5,3.73,407,14
5,4.05,108,10
5,4.06,43,21
4,4.06,111,7
5,3.93,161,16
5,4.14,6876,197
5,3.76,124,20
5,3.75,47,4
5,4.13,13,0
5,3.5,36,8
5,3.91,290,23
5,3.8,2560,30
5,4.17,136,1
5,3.86,3488,29
5,3.89,1267,24
5,3.95,452,1
4,3.67,1118,54
5,3.78,522,18
5,4.22,744,9
5,4.1,220,14
5,4.06,7,1
5,4.75,4,0
5,3.38,13,0
5,3.45,229,33
4,3.58,51,6
5,3.62,21,3
5,3.38,63,7
5,3.36,35,6
5,3.86,2141,167
5,4.02,3001,182
3,3.76,288,40
5,4.15,10014,232
5,5.0,2,0
5,5.0,1,0
5,2.75,4,1
5,4.02,338,12
5,4.27,5738,129
5,4.17,18,1
5,4.13,2566,160
5,4.04,1302,52
5,4.11,231,17
4,4.17,7888,119
5,4.32,25063,1031
4,4.39,3689,103
5,3.91,2169,54
5,4.19,22971,896
5,4.02,4685,264
5,4.3,3875,97
5,3.98,747,87
5,4.17,900,80
4,4.06,1783,86
3,3.99,90,12
5,4.16,782,51
3,4.14,536,65
4,4.26,77,5
5,2.0,1,1
5,3.91,574,33
3,4.09,66,10
5,4.15,4114,153
3,3.91,2040,88
3,3.88,227,14
5,4.01,235,16
7,4.15,192,17
5,3.85,91,9
4,3.76,306,29
5,3.84,476,48
5,4.25,4,0
5,3.85,17,3
5,4.14,1487,77
5,3.9,1618,65
4,3.69,1969,193
4,3.94,302,29
5,3.53,55,11
5,3.79,70,2
5,4.48,64,3
5,4.0,9,1
5,4.03,460,47
5,3.83,23,3
5,4.4,430,44
5,3.94,1123,36
5,3.72,1386,54
5,4.5,1,0
5,4.24,3569,70
5,4.07,2735,162
4,3.79,8447,631
5,4.04,4797,431
5,3.21,105,8
5,3.97,2594,243
5,4.12,1506,101
5,3.6,861,114
5,3.92,461,41
5,3.97,168,16
5,3.77,317,31
4,4.25,8134,292
4,3.7,2762,228
5,3.7,1474,58
5,4.1,272,9
5,4.14,13759,538
5,4.18,19670,13
5,4.27,18799,568
5,4.29,26055,785
5,3.97,119292,2866
5,4.09,15575,547
5,4.28,21472,637
5,4.13,32814,906
5,4.19,20703,611
5,3.75,350,31
4,4.38,40,4
5,3.58,4372,271
5,4.03,0,0
5,4.04,65444,2866
5,4.05,97136,947
5,3.76,46,12
5,3.97,106,32
5,4.08,23534,390
4,4.03,29,3
5,3.82,115,24
5,3.82,7,1
5,4.02,76,9
5,4.04,28,4
5,3.99,101,13
3,4.0,49,5
5,4.37,47239,1251
4,3.73,2104,220
5,4.06,4227,126
5,3.72,840,113
5,3.52,567,38
5,3.94,2180,66
4,3.83,936,45
5,3.76,605,26
4,3.8,680,43
5,3.86,825,49
5,3.85,15,6
5,4.18,126,26
5,4.18,106,20
5,4.1,209,54
5,4.13,198,28
5,4.12,174,35
5,4.2,115,33
4,4.16,132,28
5,3.6,5,2
5,3.82,57,11
4,4.26,77,3
4,3.87,24,3
5,3.89,2,0
4,4.1,13,2
5,3.7,6572,660
4,3.68,342,35
5,4.15,108783,4005
5,3.7,336,13
5,3.09,690,71
5,3.74,16338,422
4,3.73,193,12
5,3.56,97,2
5,3.82,60,11
5,3.69,485,8
5,3.94,102,15
5,3.55,3,0
5,4.18,109447,2859
5,4.18,44,3
5,3.38,2907,261
5,4.09,16329,619
5,3.95,29089,1523
5,4.09,134985,6300
5,3.58,0,0
5,3.75,70771,1815
4,3.84,635,57
5,3.39,12,1
5,3.5,50,4
5,4.13,42325,2011
5,4.09,53996,2171
5,4.09,25675,1096
5,4.19,19136,979
5,4.08,25119,900
4,4.12,21130,708
4,3.48,22,4
5,3.48,1322,88
5,4.16,178,35
5,4.09,4,0
5,4.09,16,3
4,4.05,124,27
5,4.15,64395,1617
5,4.16,4,0
5,4.21,138,26
5,4.18,53,15
4,4.16,10,3
5,4.09,7,1
5,4.01,40,14
4,4.09,3,1
5,4.16,3,2
5,4.09,11,1
5,4.09,18,4
5,4.16,1,0
5,4.13,497,58
5,3.69,70,8
5,3.44,1612,100
5,3.47,20,6
5,3.44,17,4
5,3.81,1339,136
5,4.1,291,35
5,3.37,242,17
5,3.19,258,14
4,4.29,17,1
5,4.26,703676,13878
5,3.67,129,14
21,4.26,39,7
5,3.67,753,59
4,3.94,90,11
5,4.26,460,73
2,3.66,4513,515
5,3.58,1152,76
5,4.1,2564,64
5,3.6,1760,190
5,4.16,2646,68
5,4.14,5422,163
5,3.94,2222,80
5,3.78,1118,46
7,3.55,3,1
7,3.99,9,2
5,4.25,16,1
3,4.25,48,19
5,4.25,39,9
5,4.26,11,1
4,4.13,17,0
5,4.01,1,0
5,4.13,3,0
5,4.27,15,1
5,4.05,1,1
8,4.17,16,2
5,4.13,112,16
5,4.02,152,41
4,3.93,41,9
5,3.8,79,18
5,3.44,16,2
5,3.99,421575,23793
5,3.97,35,1
5,3.97,16557,502
5,3.35,1554,54
5,3.71,12374,330
5,3.72,5197,215
5,4.37,180,17
5,3.83,3232,222
5,3.66,168,14
5,3.55,76,5
4,3.67,1029,53
5,3.72,209,35
5,3.93,673,68
4,3.77,457,18
5,3.65,151,29
5,3.71,196,38
5,3.45,53587,1330
5,4.29,107,3
4,4.02,27,5
5,3.53,94,10
7,3.86,16,3
5,3.69,361,39
5,4.02,4545,477
4,3.4,34,3
5,4.12,1126,50
5,3.78,1086,89
5,4.18,198,6
5,4.15,4053,123
21,3.81,24,3
4,3.94,599,16
5,3.74,341,12
5,4.22,7838,681
5,4.26,214,49
5,4.09,5588,942
5,3.29,115,22
5,4.03,6952,422
21,4.03,3205,195
5,3.59,7948,135
5,3.52,54400,2271
5,3.55,16452,412
5,3.71,17875,204
5,3.51,1976,297
5,3.96,131,19
5,3.74,49,10
4,4.12,323,37
5,3.6,2164,139
4,4.01,37360,799
5,4.24,5130,163
5,4.09,9151,269
5,4.03,163599,4453
5,3.98,18419,1371
5,4.03,1315,197
5,4.14,8359,319
5,3.65,23,3
5,3.86,3834,134
5,3.89,634,32
5,3.74,224,20
5,3.95,506,22
5,3.79,2103,84
5,3.76,1969,252
4,3.82,713,110
5,4.86,5,0
5,3.72,5977,620
5,3.64,1615,145
5,4.05,966,108
21,3.66,18,1
5,3.63,925,112
5,3.3,56,9
15,4.11,28,6
5,4.11,57,8
5,3.92,49307,1637
5,3.61,65139,2120
5,3.81,55592,2516
5,3.39,6015,327
3,3.7,1557,115
5,3.59,78280,3745
4,3.51,8460,415
5,3.59,57,23
5,3.57,213,15
5,3.59,173,15
7,3.92,14,0
21,3.59,116,13
21,3.57,11,1
5,3.79,9882,338
4,3.83,807,40
5,4.34,256,22
5,3.67,361,32
5,3.5,8283,202
5,3.91,13020,316
5,3.69,16342,1258
5,4.06,30566,585
5,3.8,17632,388
5,3.85,18228,358
5,3.77,104,19
5,3.77,62,4
5,4.24,1666,208
4,4.03,284,31
5,4.22,12377,198
5,3.83,1706,171
5,4.06,2113,54
5,3.95,8822,372
4,3.44,688,40
5,3.41,693,44
5,4.06,7602,135
5,3.79,2046,98
5,4.08,5447,235
4,3.75,3907,266
5,4.27,1363,52
4,3.98,3714,96
5,3.79,4294,123
5,3.97,5165,143
5,4.23,2952,112
5,3.48,429,57
4,3.57,1269,66
5,4.1,51984,1469
21,3.97,7,2
5,4.15,2322,77
5,3.75,1797,55
4,4.2,3346,83
4,4.21,4084,86
5,3.84,2311,347
4,4.17,3882,74
4,4.24,3852,63
4,3.73,62,7
4,4.19,4270,67
5,3.74,609,90
5,4.34,15496,281
5,4.41,13360,193
5,4.41,11372,146
5,4.39,13331,146
5,4.47,9963,90
5,4.51,10308,184
5,4.44,10331,90
5,4.32,12633,88
5,3.75,1791,146
4,4.11,340,22
4,4.32,26,2
5,4.11,19,5
5,3.84,157,5
5,3.64,58,3
5,3.87,1010,34
4,3.98,33,3
4,3.73,71,5
5,3.98,805,75
5,3.98,78431,1355
5,3.9,5729,209
5,3.82,9975,210
5,4.01,520,30
5,4.28,77,11
5,4.25,3473,426
5,3.96,25,1
5,3.98,823,37
5,4.02,173,17
5,3.97,158,10
5,4.54,129,6
4,4.05,151,13
4,3.86,79,11
5,3.47,317,41
5,3.65,226,31
5,3.63,157,14
5,3.77,126,23
4,3.69,617,72
5,3.72,5298,468
5,4.17,86,4
5,4.02,305,27
5,4.1,9837,552
4,4.23,54,5
5,4.28,362,40
5,3.96,2309,230
5,3.87,911,42
5,4.11,247,24
5,3.79,291,38
5,3.55,576,73
5,3.63,580,21
5,4.42,2663,141
5,3.76,791,95
4,3.29,698,104
5,4.19,456,40
5,3.91,26767,1075
5,3.46,1878,142
21,4.09,63422,2486
5,4.22,622,33
5,3.52,1561,97
5,4.21,454,11
5,4.01,1002,27
5,3.89,247,9
5,3.32,165,25
5,3.84,4190,147
5,3.92,1590,140
5,3.94,932,70
5,4.08,26252,344
5,3.39,52,8
5,3.72,37153,822
5,3.65,683,66
5,3.7,0,0
5,3.76,51,6
5,3.92,20178,590
4,3.81,609,82
5,3.7,29112,651
5,3.78,299,7
5,4.11,560,33
5,3.64,77,6
5,3.52,58,6
5,4.36,5862,55
8,3.81,59,0
21,3.79,169,9
7,3.69,11,4
21,3.81,34,5
5,3.52,401,43
21,3.95,204,21
8,3.4,11,2
7,3.81,6,0
7,3.95,7,1
21,3.95,7,0
8,3.75,16,1
3,3.7,61,6
4,3.68,4756,84
13,4.26,16,0
13,4.27,15,0
13,4.26,11,1
13,4.29,12,1
13,4.29,15,0
13,4.25,13,1
13,4.28,11,1
13,4.25,13,0
13,4.25,14,1
13,4.3,13,1
13,4.28,15,0
13,4.27,41,3
13,4.28,12,1
4,3.97,32,1
4,4.04,27,0
21,4.08,38,0
5,4.11,72,4
4,3.97,131,7
13,4.06,0,0
5,4.11,1102,19
5,3.54,406,31
5,4.02,11246,148
3,3.98,174,3
5,4.15,4544,69
4,3.99,5020,101
5,3.98,15389,109
5,4.08,5460,89
5,3.83,494,40
5,3.5,2,0
5,3.89,17,1
5,3.64,6754,744
5,3.84,2646,247
5,3.88,5653,800
5,3.78,54261,4232
5,3.83,11910,965
5,4.35,20028,381
5,3.75,17981,522
5,4.35,445,30
5,4.17,1287,45
5,4.46,3132,103
4,4.3,4420,165
5,4.3,877,55
4,3.62,1421,68
5,3.83,3515,339
3,3.41,1,0
5,3.74,35,0
5,3.72,29,1
5,3.87,63,2
5,3.98,159,6
5,3.99,68,1
5,4.22,532,23
4,4.21,637,24
3,4.14,48,3
4,3.84,885,32
5,4.43,189,14
5,3.61,379,33
5,3.72,2155,191
5,3.82,742,49
5,4.04,1178,48
5,4.25,1836,245
5,4.17,244,11
4,3.87,543,45
5,3.97,515,76
5,3.77,710,54
5,3.77,293,17
5,3.62,815,58
5,3.32,412,36
5,3.39,23,4
5,3.96,71,5
5,3.39,1071,49
5,3.7,545,16
5,3.58,46,3
4,3.73,384,25
5,4.1,3209,41
5,3.97,75,5
5,3.54,228,10
5,3.95,93,3
5,4.02,19,1
5,3.85,110,12
5,3.85,3532,153
7,4.12,745,49
10,3.36,36,2
5,3.82,228,12
5,4.04,2180,224
21,3.78,4,1
5,4.1,679,53
5,3.13,1411,182
5,3.81,7966,960
5,3.13,10,2
5,3.41,4308,542
5,3.72,152,16
5,3.83,27424,1038
5,4.17,11056,366
5,3.69,60787,1693
5,3.74,75856,2408
5,3.55,19363,876
5,3.67,9517,219
5,4.17,30471,671
5,3.7,12470,441
5,3.49,3089,281
5,3.84,59799,3373
5,3.63,223,23
5,3.93,14625,1190
5,4.11,1435,65
5,3.76,41,0
5,3.62,534,33
5,3.62,651,34
5,3.57,244,27
5,3.89,2368,162
5,3.7,410,20
5,3.59,901,73
5,3.67,385,16
5,3.64,4811,585
5,3.8,679,69
5,4.07,359,18
5,4.06,24,4
5,4.14,518,45
4,4.4,5,0
5,5.0,1,0
5,3.85,789,51
5,3.85,331,32
5,3.85,53,11
5,3.4,5,2
5,3.93,3099,241
5,3.87,432,44
5,3.89,445,40
5,4.04,22,2
5,4.07,38,8
5,3.82,12,0
4,3.79,15191,838
4,4.61,186,11
5,4.51,461,29
5,4.38,752,37
5,3.5,26,1
5,3.58,18,2
4,3.68,479,57
5,4.15,434,28
5,3.53,154,26
5,3.81,1045,26
5,3.68,722,65
5,3.87,1366,33
5,3.4,2,0
5,4.2,3208,306
5,4.23,58,10
5,3.86,7101,540
4,4.01,13499,812
5,3.76,10270,877
5,3.56,828,46
5,4.01,763,70
5,3.91,7957,535
5,3.98,11297,853
4,3.74,2141,303
8,4.09,38,1
4,4.12,424,20
5,4.12,35536,401
5,3.54,170,11
5,3.57,646,35
5,4.02,543,50
5,3.69,424,53
21,3.63,35,5
5,4.35,14,2
5,3.92,2055,172
5,3.25,3565,451
5,4.44,266,8
5,4.59,7655,129
5,3.99,128,4
5,3.84,285,27
5,3.89,113,10
5,3.88,159,8
5,4.04,5247,234
5,4.24,1598,46
5,4.0,1747,192
5,4.0,35634,1552
5,4.33,1994,37
5,4.11,1107,33
5,4.12,249,44
4,3.7,582,43
5,4.02,39,6
3,4.02,1827,116
4,4.19,95,13
5,3.96,1132,181
5,5.0,2,1
5,4.2,416,30
4,3.87,82,9
5,4.26,40,6
5,3.86,7469,201
4,3.81,25235,723
5,3.37,56,11
4,3.89,18,0
4,3.82,359,35
4,4.14,8140,32
5,4.64,45,0
5,3.97,2681,225
5,3.93,1130,42
5,4.51,40,2
5,4.01,2572,41
5,4.46,31,2
5,4.08,3242,162
5,4.05,467,31
5,3.87,8775,413
5,4.25,51,3
5,3.97,97,10
5,3.62,16,2
5,4.02,2067,17
7,3.54,89,2
5,4.27,559,55
5,4.14,863,33
5,4.15,29058,309
5,4.1,752,13
5,4.08,782,13
5,4.13,1392,39
5,4.05,92,3
4,3.77,1859,231
4,4.36,257,11
5,4.3,245,6
5,4.27,250,3
4,4.22,300,5
4,4.19,291,4
5,4.28,252,4
4,4.19,272,4
5,3.88,69,1
5,4.59,1956,38
5,4.62,1776,33
5,4.61,1904,28
5,4.61,1716,79
7,4.59,29,2
7,4.56,32,3
4,3.81,416,34
5,4.65,15640,512
5,4.24,171841,3781
5,4.29,3574,198
4,4.24,155,5
5,4.24,844,41
5,4.21,531,40
4,3.85,24522,4032
5,3.94,17,1
5,4.18,102,16
5,4.47,222,12
5,4.01,97,10
5,4.35,2633,105
4,4.33,6988,173
5,4.25,1991,65
5,3.88,49,6
